version,nombre,par
2,0x3a3a65aab0dd2a17e3f1947ba16138cd37d08c04,0x9323161faf56dd09cb32ace72c20dbd96b96d386
2,0xb5eba14e7fded2bfe400534bf543773ec2dfc670,0xf8e87c3e3fa14612825ad35f10efcfdc8d86dd8e
2,0xee38f16e68081bf3acc8c1d671806cd10fcce4fe,0x4b2c5ec0095214621fef1bd2e9de32e0a0cf3a40
2,0xe073a6403cde611bec5bbdcee47f2f75041e7c3b,0xf3c885d7a16b1abcf458bd99106039e578edaf9c
2,0xc2b0986fa8ae64b0c1593eae2356414ffed916b2,0x3028aa331492a5ee4f1add4a33cf2ddb35f419df
2,0xc2ec1800ea51ecd4f6762a613901bd1155a201e1,0xf873b8867d6e91c3a05a25baecf775b7591e3525
2,0xbdb0b0aba8f7a6f9d77fec5ff40e4cc13347ae1b,0x5b3f4078ea2ea64d5c475f23808461a1ddf8f3fd
3,0x40fd72257597aa14c7231a7b1aaa29fce868f677,0x7f63306a62c345365881e0fff85cb2c8baaa13d5
2,0x82c637ca3642e6de284bf97433c96584f4de8ad1,0x421fb47b95e2ac8b1864a08de0effadd2cee7717
2,0x1868724d5e274372c1204a6f8974db4657848a4b,0x05136ba5fa2c7cb9826dc2b9fcf0bc0d5572c333
2,0x46a6d02b9cb46cccc5624b5c9d0c9ea85fff6fc8,0x7065b399d4975c3007e0cfab710435ab85620e1e
2,0x3001f57f8308b189eb412a64322aad5ef9951290,0xa2caade2b5d21216836b81dd2d81bd3743ef7988
2,0xaec32f4c45d43ff3e093d1809bd0f1c5e3d3b6ca,0x0691c64e1361224b4591f04d5933e3273649eac8
2,0x1901956645889165e5e2cd93b8ba1a2582611cd4,0xd20304fb2f8a5c41fbc67ac820634da3a6603b2d
2,0xd65173e0a6ff3b7e79ee584ade5eb316b34c8e06,0xfe4a9ac487ecc105889facd19b41632a2f78c048
2,0x79a23fb096fb826ac7e922faa41d709eb502881f,0x0c8c3960dcc5eab5ffeb70530b6f8ed0e946e10b
2,0x78b8cb5b2cd4d1489e3f7d824f9360091c3334bd,0x89f833d7b01b054cd2ae5b80a0f0f804d448878b
2,0x3209b54f4874f2ab739331eb98e72ef3d21092aa,0x9f96b2e3ca79b1acfaa50109fba880106c4498b9
2,0x41d920137eb5b9fd2470a2151182fe4e3435d17f,0x765e0217c2dafab7f8184f7bf1896cf9bc9fd841
2,0x1308e6109bc88354316c5b28ec49f2c9b7457c66,0x0fbb95a0e206a6622130d99d4b165cb890bfacbd
2,0x56acc89dbec308a08b46ca556ca82025f21f29b5,0xc4261271f7f7c008c15f09768a08d064698c64f2
2,0x6ed348f0e8185f4ddaf09db215588a7cd3469e47,0x996f17f400a28a0120d8cfa9827a9482b7658302
2,0xc34b78351e47a950da38d892219f3b305cbf4672,0x1f09150880816402e9a6faf179bb437a29682ff4
2,0x8afe40b063508a798222233833c49080d752d2c9,0xc78f00de71487f54dc8c2c62f63614be818dea3b
2,0x1b635ae5c0f3c8196ad36c71eb475206e8bf9ddd,0x4c7215bf3c8c2eb06fbb0ee2040de0bfe9aab507
2,0x86a450f110ef7ad5e95ce9fe3392e026f0cb5955,0xa2f76e55a4fedf2eea36325e30ef8136b88e7259
2,0x4e352cf164e64adcbad318c3a1e222e9eba4ce42,0x10cfa744c77f1cb9a77fa418ac4a1b6ec62bcce4
2,0x04974f3e04b11f8f8436212a9cdef88000095f0c,0xa60cbf35c17092cb9b177296b3cd572b97754526
2,0x1536d89b46fb63e4b7511398238a665382b4f313,0xd4c4e151c59fe47888b7119f53f4c4155ae11275
2,0x069b6ab3cc3f31873ed8929053f67ef76e017376,0xac53e10c65b9e449697d1e7eb6d7f4c749ab01bc
2,0xa46425c6b10c6c5cde3dc3fee83d0913bd0027f7,0x264d740e804fa4ff5e19674d76cba3132a429997
3,0x93617904a0a15063b54bd14cc595aa10f2a8e358,0xbe48fa16ca6c815c7ea3c6303fbd9a670afe6791
2,0x646ee5879bb12f262cb77ecb6d7c5e78e2fb79ce,0x1ce96e94753ccfc1ea3006d26f28ca286f324a61
2,0x059fd2f6b771e705023859e4fd81df9fe1f6a627,0x9954d2dfa7a288b330876a4e8c88cfbbad6aff5a
2,0xd4da2712aadff9fa7021705d25b55604b3c8e2af,0x8da550c468bc7c80ded8e759bff6e8c4f5c37f64
2,0xd5665e0c5f2c51230268f744df21a329c492eae4,0xdae3ec191d5f04a9b252e5421f3565d0fb45e0fe
2,0xbe91e6bde0b6b9b436d6303ed3deda2c9cf50921,0x1fb4c0d2eeae0d911f7ac26bbb6446c0e219f742
2,0x4deb2fee19e90a43244e9913af7c4366cb905991,0x2374508f3fd9e2b0b1ba25feb33dbf9129dbd5bb
3,0xb10cb07ca2cdac77fbb5707f6690301f9d036f45,0x22a80b289670a5676e0be54ad6514fa601757875
2,0xbb63a9b64a80e9338b8ea298c51765e57c4f159c,0xfafa7c976b7acca44a0f0d6dd57bd9f6032a4e84
2,0xe694730cb7bd5fa7c8daba1f1cae0dcd4ff1f837,0x9452bb0398bc126a61dead7822f182916ea09bfa
